order_id,customer_id,product_id,product_name,quantity,unit_price,total_amount,order_date,status,shipping_country
ORD_000052,CUST_00383,PROD_001,Wireless Mouse,5,29.99,149.95,2024-10-04,shipped,USA
ORD_000053,CUST_00258,PROD_001,Wireless Mouse,1,29.99,29.99,2024-10-26,cancelled,Germany
ORD_000054,CUST_00436,PROD_003,USB-C Hub,1,45.0,45.0,2024-09-17,processing,USA
ORD_000055,CUST_00442,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-02-04,processing,Australia
ORD_000056,CUST_00297,PROD_007,Mouse Pad XL,1,19.99,19.99,2024-10-18,cancelled,Canada
ORD_000057,CUST_00337,PROD_001,Wireless Mouse,5,29.99,149.95,2024-02-11,cancelled,Germany
ORD_000058,CUST_00105,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-06-10,shipped,UK
ORD_000059,CUST_00344,PROD_004,Monitor Stand,3,34.5,103.5,2024-07-21,shipped,Canada
ORD_000060,CUST_00235,PROD_008,Cable Management Kit,3,15.0,45.0,2024-02-07,cancelled,USA
ORD_000061,CUST_00110,PROD_010,Blue Light Glasses,1,29.99,29.99,2024-02-07,cancelled,France
ORD_000062,CUST_00451,PROD_005,Webcam HD,2,79.99,159.98,2024-06-27,processing,USA
ORD_000063,CUST_00427,PROD_006,Desk Lamp,3,24.99,74.97,2024-03-21,cancelled,Germany
ORD_000064,CUST_00005,PROD_005,Webcam HD,5,79.99,399.95,2024-11-30,cancelled,France
ORD_000065,CUST_00060,PROD_005,Webcam HD,1,79.99,79.99,2024-03-09,pending,UK
ORD_000066,CUST_00310,PROD_009,Laptop Stand,2,49.99,99.98,2024-05-19,processing,UK
ORD_000067,CUST_00437,PROD_006,Desk Lamp,2,24.99,49.98,2024-12-17,shipped,Australia
ORD_000068,CUST_00048,PROD_009,Laptop Stand,4,49.99,199.96,2024-05-08,delivered,USA
ORD_000069,CUST_00395,PROD_005,Webcam HD,1,79.99,79.99,2024-01-02,processing,UK
ORD_000070,CUST_00362,PROD_005,Webcam HD,2,79.99,159.98,2024-08-14,delivered,France
ORD_000071,CUST_00484,PROD_009,Laptop Stand,1,49.99,49.99,2024-02-27,processing,USA
ORD_000072,CUST_00283,PROD_009,Laptop Stand,1,49.99,49.99,2024-07-08,processing,France
ORD_000073,CUST_00187,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-01-22,pending,UK
ORD_000074,CUST_00342,PROD_006,Desk Lamp,2,24.99,49.98,2024-12-15,pending,Canada
ORD_000075,CUST_00384,PROD_006,Desk Lamp,5,24.99,124.95,2024-07-27,processing,France
ORD_000076,CUST_00013,PROD_004,Monitor Stand,2,34.5,69.0,2024-03-31,processing,Germany
ORD_000077,CUST_00416,PROD_006,Desk Lamp,4,24.99,99.96,2024-12-08,processing,Australia
ORD_000078,CUST_00196,PROD_005,Webcam HD,2,79.99,159.98,2024-12-25,pending,USA
ORD_000079,CUST_00180,PROD_008,Cable Management Kit,2,15.0,30.0,2024-04-12,shipped,Germany
ORD_000080,CUST_00099,PROD_004,Monitor Stand,2,34.5,69.0,2024-01-13,delivered,Australia
ORD_000081,CUST_00180,PROD_006,Desk Lamp,3,24.99,74.97,2024-02-05,cancelled,UK
ORD_000082,CUST_00060,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-06-18,shipped,USA
ORD_000083,CUST_00056,PROD_003,USB-C Hub,5,45.0,225.0,2024-05-15,cancelled,USA
ORD_000084,CUST_00311,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-06-09,cancelled,Germany
ORD_000085,CUST_00131,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-10-22,pending,Canada
ORD_000086,CUST_00352,PROD_007,Mouse Pad XL,1,19.99,19.99,2024-09-23,processing,France
ORD_000087,CUST_00472,PROD_006,Desk Lamp,4,24.99,99.96,2024-02-05,shipped,Australia
ORD_000088,CUST_00369,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-12-05,shipped,USA
ORD_000089,CUST_00168,PROD_009,Laptop Stand,3,49.99,149.97,2024-12-07,delivered,Germany
ORD_000090,CUST_00216,PROD_005,Webcam HD,5,79.99,399.95,2024-03-06,delivered,Canada
ORD_000091,CUST_00208,PROD_003,USB-C Hub,5,45.0,225.0,2024-10-18,cancelled,UK
ORD_000092,CUST_00221,PROD_001,Wireless Mouse,3,29.99,89.97,2024-05-26,cancelled,Canada
ORD_000093,CUST_00227,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-08-26,processing,Germany
ORD_000094,CUST_00044,PROD_009,Laptop Stand,4,49.99,199.96,2024-03-27,shipped,Australia
ORD_000095,CUST_00420,PROD_009,Laptop Stand,5,49.99,249.95,2024-06-20,processing,USA
ORD_000096,CUST_00013,PROD_005,Webcam HD,2,79.99,159.98,2024-04-11,pending,Canada
ORD_000097,CUST_00234,PROD_004,Monitor Stand,4,34.5,138.0,2024-11-08,delivered,USA
ORD_000098,CUST_00254,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-12-22,delivered,Germany
ORD_000099,CUST_00003,PROD_004,Monitor Stand,2,34.5,69.0,2024-12-01,pending,Australia
ORD_000100,CUST_00266,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-03-31,delivered,Australia
ORD_000101,CUST_00234,PROD_001,Wireless Mouse,5,29.99,149.95,2024-05-07,processing,USA
ORD_000102,CUST_00163,PROD_008,Cable Management Kit,5,15.0,75.0,2024-10-13,delivered,France
ORD_000103,CUST_00229,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-08-06,processing,France
ORD_000104,CUST_00431,PROD_008,Cable Management Kit,4,15.0,60.0,2024-05-12,shipped,Canada
ORD_000105,CUST_00141,PROD_009,Laptop Stand,4,49.99,199.96,2024-11-16,delivered,Canada
ORD_000106,CUST_00172,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-04-30,shipped,UK
ORD_000107,CUST_00119,PROD_009,Laptop Stand,1,49.99,49.99,2024-03-11,delivered,Canada
ORD_000108,CUST_00209,PROD_003,USB-C Hub,2,45.0,90.0,2024-02-02,shipped,Germany
ORD_000109,CUST_00106,PROD_009,Laptop Stand,4,49.99,199.96,2024-07-31,delivered,USA
ORD_000110,CUST_00439,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-12-22,cancelled,USA
ORD_000111,CUST_00153,PROD_007,Mouse Pad XL,4,19.99,79.96,2024-01-04,delivered,UK
ORD_000112,CUST_00460,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-10-06,processing,France
ORD_000113,CUST_00249,PROD_008,Cable Management Kit,2,15.0,30.0,2024-05-19,pending,Germany
ORD_000114,CUST_00409,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-12-08,delivered,Australia
ORD_000115,CUST_00274,PROD_003,USB-C Hub,4,45.0,180.0,2024-03-06,pending,France
ORD_000116,CUST_00014,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-10-15,pending,Australia
ORD_000117,CUST_00026,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-08-24,shipped,Canada
ORD_000118,CUST_00168,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-04-18,shipped,Germany
ORD_000119,CUST_00428,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-08-03,pending,UK
ORD_000120,CUST_00488,PROD_008,Cable Management Kit,1,15.0,15.0,2024-10-03,shipped,USA
ORD_000121,CUST_00387,PROD_004,Monitor Stand,1,34.5,34.5,2024-11-29,pending,USA
ORD_000122,CUST_00079,PROD_004,Monitor Stand,2,34.5,69.0,2024-01-11,processing,France
ORD_000123,CUST_00289,PROD_003,USB-C Hub,4,45.0,180.0,2024-12-08,processing,USA
ORD_000124,CUST_00311,PROD_008,Cable Management Kit,3,15.0,45.0,2024-07-07,cancelled,Canada
ORD_000125,CUST_00297,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-06-08,pending,USA
ORD_000126,CUST_00204,PROD_005,Webcam HD,5,79.99,399.95,2024-12-12,processing,Germany
ORD_000127,CUST_00125,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-12-19,pending,Australia
ORD_000128,CUST_00401,PROD_005,Webcam HD,5,79.99,399.95,2024-03-02,pending,France
ORD_000129,CUST_00190,PROD_006,Desk Lamp,5,24.99,124.95,2024-08-07,pending,Australia
ORD_000130,CUST_00422,PROD_009,Laptop Stand,3,49.99,149.97,2024-01-07,delivered,Germany
ORD_000131,CUST_00457,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-07-04,delivered,Australia
ORD_000132,CUST_00268,PROD_003,USB-C Hub,4,45.0,180.0,2024-03-31,shipped,Australia
ORD_000133,CUST_00224,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-09-04,cancelled,Germany
ORD_000134,CUST_00143,PROD_005,Webcam HD,3,79.99,239.97,2024-05-05,delivered,USA
ORD_000135,CUST_00343,PROD_004,Monitor Stand,4,34.5,138.0,2024-10-18,delivered,France
ORD_000136,CUST_00094,PROD_006,Desk Lamp,1,24.99,24.99,2024-09-10,delivered,UK
ORD_000137,CUST_00144,PROD_004,Monitor Stand,3,34.5,103.5,2024-05-12,cancelled,UK
ORD_000138,CUST_00486,PROD_005,Webcam HD,5,79.99,399.95,2024-01-06,processing,France
ORD_000139,CUST_00285,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-07-27,processing,Germany
ORD_000140,CUST_00048,PROD_008,Cable Management Kit,4,15.0,60.0,2024-08-17,shipped,USA
ORD_000141,CUST_00157,PROD_004,Monitor Stand,4,34.5,138.0,2024-12-20,cancelled,Canada
ORD_000142,CUST_00177,PROD_006,Desk Lamp,4,24.99,99.96,2024-10-10,delivered,France
ORD_000143,CUST_00233,PROD_009,Laptop Stand,3,49.99,149.97,2024-06-29,shipped,Australia
ORD_000144,CUST_00370,PROD_005,Webcam HD,3,79.99,239.97,2024-04-28,processing,USA
ORD_000145,CUST_00095,PROD_006,Desk Lamp,1,24.99,24.99,2024-10-01,processing,Australia
ORD_000146,CUST_00302,PROD_004,Monitor Stand,4,34.5,138.0,2024-05-21,cancelled,Australia
ORD_000147,CUST_00152,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-02-21,processing,Canada
ORD_000148,CUST_00363,PROD_006,Desk Lamp,2,24.99,49.98,2024-06-03,cancelled,USA
ORD_000149,CUST_00284,PROD_003,USB-C Hub,3,45.0,135.0,2024-01-24,shipped,USA
ORD_000150,CUST_00294,PROD_003,USB-C Hub,4,45.0,180.0,2024-02-22,shipped,USA
ORD_000151,CUST_00095,PROD_008,Cable Management Kit,4,15.0,60.0,2024-08-13,pending,UK
ORD_000152,CUST_00206,PROD_005,Webcam HD,4,79.99,319.96,2024-02-28,delivered,USA
ORD_000153,CUST_00028,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-11-18,processing,Australia
ORD_000154,CUST_00128,PROD_003,USB-C Hub,5,45.0,225.0,2024-06-04,pending,USA
ORD_000155,CUST_00405,PROD_009,Laptop Stand,4,49.99,199.96,2024-11-06,cancelled,France
ORD_000156,CUST_00466,PROD_004,Monitor Stand,5,34.5,172.5,2024-07-13,delivered,Germany
ORD_000157,CUST_00292,PROD_005,Webcam HD,5,79.99,399.95,2024-08-07,cancelled,UK
ORD_000158,CUST_00321,PROD_001,Wireless Mouse,5,29.99,149.95,2024-02-20,processing,Canada
ORD_000159,CUST_00089,PROD_005,Webcam HD,1,79.99,79.99,2024-03-21,cancelled,Canada
ORD_000160,CUST_00231,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-01-02,cancelled,Germany
ORD_000161,CUST_00148,PROD_008,Cable Management Kit,3,15.0,45.0,2024-01-17,shipped,Canada
ORD_000162,CUST_00474,PROD_008,Cable Management Kit,1,15.0,15.0,2024-12-17,shipped,Canada
ORD_000163,CUST_00279,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-08-05,processing,USA
ORD_000164,CUST_00031,PROD_003,USB-C Hub,3,45.0,135.0,2024-03-13,processing,USA
ORD_000165,CUST_00225,PROD_005,Webcam HD,5,79.99,399.95,2024-10-18,pending,UK
ORD_000166,CUST_00483,PROD_008,Cable Management Kit,3,15.0,45.0,2024-12-24,shipped,Germany
ORD_000167,CUST_00042,PROD_009,Laptop Stand,5,49.99,249.95,2024-09-09,cancelled,Germany
ORD_000168,CUST_00129,PROD_001,Wireless Mouse,4,29.99,119.96,2024-06-14,pending,France
ORD_000169,CUST_00301,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-12-11,pending,France
ORD_000170,CUST_00241,PROD_005,Webcam HD,5,79.99,399.95,2024-01-21,cancelled,Canada
ORD_000171,CUST_00224,PROD_008,Cable Management Kit,3,15.0,45.0,2024-04-02,delivered,France
ORD_000172,CUST_00171,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-06-27,shipped,Germany
ORD_000173,CUST_00356,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-06-17,delivered,Germany
ORD_000174,CUST_00233,PROD_005,Webcam HD,4,79.99,319.96,2024-10-08,pending,USA
ORD_000175,CUST_00497,PROD_006,Desk Lamp,3,24.99,74.97,2024-06-14,delivered,USA
ORD_000176,CUST_00237,PROD_009,Laptop Stand,1,49.99,49.99,2024-12-02,delivered,France
ORD_000177,CUST_00319,PROD_001,Wireless Mouse,2,29.99,59.98,2024-09-22,delivered,UK
ORD_000178,CUST_00282,PROD_008,Cable Management Kit,1,15.0,15.0,2024-04-14,processing,UK
ORD_000179,CUST_00063,PROD_005,Webcam HD,4,79.99,319.96,2024-12-23,pending,Germany
ORD_000180,CUST_00160,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-12-29,cancelled,Canada
ORD_000181,CUST_00116,PROD_001,Wireless Mouse,5,29.99,149.95,2024-07-27,pending,USA
ORD_000182,CUST_00256,PROD_008,Cable Management Kit,1,15.0,15.0,2024-11-27,shipped,Canada
ORD_000183,CUST_00242,PROD_009,Laptop Stand,3,49.99,149.97,2024-07-31,processing,Germany
ORD_000184,CUST_00098,PROD_008,Cable Management Kit,5,15.0,75.0,2024-03-15,cancelled,Germany
ORD_000185,CUST_00396,PROD_009,Laptop Stand,2,49.99,99.98,2024-02-05,delivered,UK
ORD_000186,CUST_00145,PROD_006,Desk Lamp,5,24.99,124.95,2024-05-16,shipped,USA
ORD_000187,CUST_00444,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-12-03,processing,Germany
ORD_000188,CUST_00171,PROD_008,Cable Management Kit,5,15.0,75.0,2024-09-04,cancelled,UK
ORD_000189,CUST_00446,PROD_009,Laptop Stand,4,49.99,199.96,2024-08-21,processing,UK
ORD_000190,CUST_00439,PROD_004,Monitor Stand,5,34.5,172.5,2024-07-15,delivered,Canada
ORD_000191,CUST_00468,PROD_001,Wireless Mouse,3,29.99,89.97,2024-08-30,delivered,Australia
ORD_000192,CUST_00065,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-09-10,cancelled,USA
ORD_000193,CUST_00052,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-02-21,cancelled,Germany
ORD_000194,CUST_00446,PROD_008,Cable Management Kit,1,15.0,15.0,2024-03-14,processing,Germany
ORD_000195,CUST_00320,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-05-15,delivered,UK
ORD_000196,CUST_00195,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-12-11,shipped,France
ORD_000197,CUST_00036,PROD_008,Cable Management Kit,5,15.0,75.0,2024-01-19,processing,France
ORD_000198,CUST_00051,PROD_005,Webcam HD,2,79.99,159.98,2024-02-16,pending,Germany
ORD_000199,CUST_00463,PROD_008,Cable Management Kit,2,15.0,30.0,2024-12-21,pending,UK
ORD_000200,CUST_00184,PROD_001,Wireless Mouse,3,29.99,89.97,2024-01-29,shipped,UK
ORD_000201,CUST_00211,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-05-05,cancelled,France
ORD_000202,CUST_00313,PROD_003,USB-C Hub,2,45.0,90.0,2024-03-30,delivered,USA
ORD_000203,CUST_00074,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-09-11,processing,France
ORD_000204,CUST_00342,PROD_008,Cable Management Kit,3,15.0,45.0,2024-08-23,pending,UK
ORD_000205,CUST_00081,PROD_008,Cable Management Kit,3,15.0,45.0,2024-12-12,pending,France
ORD_000206,CUST_00328,PROD_008,Cable Management Kit,3,15.0,45.0,2024-10-27,delivered,UK
ORD_000207,CUST_00197,PROD_005,Webcam HD,4,79.99,319.96,2024-06-03,delivered,Canada
ORD_000208,CUST_00184,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-07-14,cancelled,France
ORD_000209,CUST_00203,PROD_005,Webcam HD,3,79.99,239.97,2024-01-12,shipped,Australia
ORD_000210,CUST_00499,PROD_001,Wireless Mouse,5,29.99,149.95,2024-12-17,pending,Australia
ORD_000211,CUST_00311,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-05-26,shipped,Canada
ORD_000212,CUST_00348,PROD_004,Monitor Stand,2,34.5,69.0,2024-11-13,processing,UK
ORD_000213,CUST_00018,PROD_002,Mechanical Keyboard,1,89.99,89.99,2024-06-07,cancelled,Germany
ORD_000214,CUST_00168,PROD_006,Desk Lamp,2,24.99,49.98,2024-02-16,delivered,UK
ORD_000215,CUST_00449,PROD_003,USB-C Hub,2,45.0,90.0,2024-03-08,shipped,France
ORD_000216,CUST_00132,PROD_009,Laptop Stand,5,49.99,249.95,2024-05-19,delivered,Canada
ORD_000217,CUST_00494,PROD_005,Webcam HD,3,79.99,239.97,2024-02-28,pending,Germany
ORD_000218,CUST_00346,PROD_003,USB-C Hub,2,45.0,90.0,2024-12-12,delivered,Australia
ORD_000219,CUST_00008,PROD_009,Laptop Stand,3,49.99,149.97,2024-02-16,shipped,Germany
ORD_000220,CUST_00345,PROD_009,Laptop Stand,1,49.99,49.99,2024-08-20,shipped,UK
ORD_000221,CUST_00056,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-11-22,processing,UK
ORD_000222,CUST_00168,PROD_008,Cable Management Kit,1,15.0,15.0,2024-11-13,cancelled,France
ORD_000223,CUST_00466,PROD_004,Monitor Stand,1,34.5,34.5,2024-11-21,shipped,Germany
ORD_000224,CUST_00485,PROD_007,Mouse Pad XL,1,19.99,19.99,2024-03-12,pending,USA
ORD_000225,CUST_00121,PROD_005,Webcam HD,4,79.99,319.96,2024-02-29,cancelled,USA
ORD_000226,CUST_00344,PROD_003,USB-C Hub,4,45.0,180.0,2024-08-20,cancelled,UK
ORD_000227,CUST_00336,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-03-20,pending,Germany
ORD_000228,CUST_00017,PROD_008,Cable Management Kit,5,15.0,75.0,2024-07-27,shipped,UK
ORD_000229,CUST_00438,PROD_004,Monitor Stand,4,34.5,138.0,2024-08-15,shipped,Canada
ORD_000230,CUST_00184,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-10-05,pending,Australia
ORD_000231,CUST_00486,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-04-07,delivered,USA
ORD_000232,CUST_00306,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-11-24,pending,Australia
ORD_000233,CUST_00403,PROD_001,Wireless Mouse,3,29.99,89.97,2024-05-04,cancelled,Canada
ORD_000234,CUST_00301,PROD_004,Monitor Stand,1,34.5,34.5,2024-10-10,processing,Canada
ORD_000235,CUST_00002,PROD_004,Monitor Stand,3,34.5,103.5,2024-03-16,shipped,France
ORD_000236,CUST_00409,PROD_003,USB-C Hub,2,45.0,90.0,2024-10-03,processing,UK
ORD_000237,CUST_00184,PROD_002,Mechanical Keyboard,1,89.99,89.99,2024-03-08,processing,USA
ORD_000238,CUST_00136,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-01-09,pending,Canada
ORD_000239,CUST_00382,PROD_003,USB-C Hub,4,45.0,180.0,2024-09-26,pending,USA
ORD_000240,CUST_00304,PROD_008,Cable Management Kit,4,15.0,60.0,2024-07-04,pending,France
ORD_000241,CUST_00023,PROD_008,Cable Management Kit,5,15.0,75.0,2024-04-23,cancelled,France
ORD_000242,CUST_00032,PROD_005,Webcam HD,4,79.99,319.96,2024-11-25,delivered,USA
ORD_000243,CUST_00252,PROD_007,Mouse Pad XL,4,19.99,79.96,2024-12-17,delivered,USA
ORD_000244,CUST_00076,PROD_002,Mechanical Keyboard,1,89.99,89.99,2024-06-13,pending,France
ORD_000245,CUST_00300,PROD_003,USB-C Hub,3,45.0,135.0,2024-11-15,cancelled,Australia
ORD_000246,CUST_00151,PROD_006,Desk Lamp,4,24.99,99.96,2024-11-01,delivered,France
ORD_000247,CUST_00407,PROD_009,Laptop Stand,5,49.99,249.95,2024-08-08,pending,USA
ORD_000248,CUST_00455,PROD_009,Laptop Stand,2,49.99,99.98,2024-08-08,processing,Germany
ORD_000249,CUST_00213,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-08-20,pending,Germany
ORD_000250,CUST_00131,PROD_006,Desk Lamp,4,24.99,99.96,2024-06-09,shipped,Australia
ORD_000251,CUST_00426,PROD_003,USB-C Hub,4,45.0,180.0,2024-02-04,pending,USA
ORD_000252,CUST_00379,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-02-19,shipped,Australia
ORD_000253,CUST_00490,PROD_003,USB-C Hub,5,45.0,225.0,2024-01-31,cancelled,France
ORD_000254,CUST_00211,PROD_009,Laptop Stand,3,49.99,149.97,2024-12-09,shipped,USA
ORD_000255,CUST_00160,PROD_007,Mouse Pad XL,1,19.99,19.99,2024-05-27,shipped,France
ORD_000256,CUST_00080,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-09-16,delivered,Canada
ORD_000257,CUST_00189,PROD_004,Monitor Stand,1,34.5,34.5,2024-06-28,pending,France
ORD_000258,CUST_00433,PROD_005,Webcam HD,5,79.99,399.95,2024-04-25,cancelled,Germany
ORD_000259,CUST_00286,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-12-11,pending,Australia
ORD_000260,CUST_00140,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-01-15,shipped,Canada
ORD_000261,CUST_00446,PROD_006,Desk Lamp,3,24.99,74.97,2024-01-04,processing,Canada
ORD_000262,CUST_00380,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-02-05,pending,Canada
